"dotted_numeric","dotted_alphanumeric","nid","author","dtCreated","level","Match_Count","Line Number","Text"
"1.7.1","","","","","","","1","Uses for printed copy"
"1.7.1.1","7a1","01186","ROSE","Fri 9 Jan 1981 06:40:09 GMT+00:00","4","5","",""
"1.7.1.1","","","","","","","1","You will find that when you first begin to use AUGMENT, you will"
"1.7.1.1","","","","","","","2","want to print out your material quite often.  The more you use"
"1.7.1.1","","","","","","","3","the system, however, the less use you will make of the printing"
"1.7.1.1","","","","","","","4","capabilities -- you will find the online material more easily"
"1.7.1.1","","","","","","","5","accessible than printed material."
"1.7.1.2","7a2","01187","ROSE","Fri 9 Jan 1981 07:24:57 GMT+00:00","4","7","",""
"1.7.1.2","","","","","","","1","Of course, there are times when it is absolutely necessary to"
"1.7.1.2","","","","","","","2","print out some document.  You may use AUGMENT to prepare the"
"1.7.1.2","","","","","","","3","text for a book or an article, but you will need printed copy"
"1.7.1.2","","","","","","","4","for duplication.  If you prepare a letter, you will want to"
"1.7.1.2","","","","","","","5","print it before you send it (unless you send it to someone else"
"1.7.1.2","","","","","","","6","who uses AUGMENT, in which case you can just send it to that"
"1.7.1.2","","","","","","","7","person online)."
"1.7.1.3","7a3","01188","ROSE","Fri 9 Jan 1981 07:25:16 GMT+00:00","4","11","",""
"1.7.1.3","","","","","","","1","No matter how much you use the system, you will occasionally"
"1.7.1.3","","","","","","","2","find it necessary to get printed copy, and that is what this"
"1.7.1.3","","","","","","","3","section is all about.  It is a big section, because there are so"
"1.7.1.3","","","","","","","4","many possibilities.  AUGMENT allows users literally hundreds of"
"1.7.1.3","","","","","","","5","options, depending on what printing device they use, what format"
"1.7.1.3","","","","","","","6","they want, and many other things.  You will find that you need"
"1.7.1.3","","","","","","","7","to know only one or two methods to do your work, and that much"
"1.7.1.3","","","","","","","8","of the material in this section does not apply to you.  An"
"1.7.1.3","","","","","","","9","attempt has been made to organize the material in a manner that"
"1.7.1.3","","","","","","","10","will make it easy for you to learn exactly what you need to"
"1.7.1.3","","","","","","","11","know."
"1.7.2","7b","01189","THOM","Mon 9 Jun 1980 07:31:43 GMT+00:00","3","1","",""
"1.7.2","","","","","","","1","The Print command"
"1.7.2.1","7b1","01190","DRH","Tue 18 Aug 1981 05:36:55 GMT+00:00","4","11","",""
"1.7.2.1","","","","","","","1","The AUGMENT Print command is basically very easy to use, once"
"1.7.2.1","","","","","","","2","you are set up.  Each person has a personalized set of"
"1.7.2.1","","","","","","","3","&quot;user profiles&quot; which tell AUGMENT exactly how he or"
"1.7.2.1","","","","","","","4","she usually wishes to print.  Thus every user could have a"
"1.7.2.1","","","","","","","5","different type of printer, but all would use the same printing"
"1.7.2.1","","","","","","","6","commands.  If you are a beginner, the easiest way to get started"
"1.7.2.1","","","","","","","7","is to get someone to set up your user profiles so that they work"
"1.7.2.1","","","","","","","8","for your particular printing device.  If you do not know an"
"1.7.2.1","","","","","","","9","experienced user who can do this for you, you will need to read"
"1.7.2.1","","","","","","","10","through the section on user profiles that appears later (see"
"1.7.2.1","","","","","","","11","<01191>)."
"1.7.2.2","7b2","01193","DRH","Tue 18 Aug 1981 05:36:55 GMT+00:00","4","3","",""
"1.7.2.2","","","","","","","1","For now, let us assume that all your user profiles are properly"
"1.7.2.2","","","","","","","2","set up, and that you wish to print in your &quot;usual&quot;"
"1.7.2.2","","","","","","","3","way."
"1.7.2.3","7b3","01195","DRH","Tue 18 Aug 1981 05:36:55 GMT+00:00","4","10","",""
"1.7.2.3","","","","","","","1","All you need to do is type &quot;p&quot; for &quot;Print&quot;"
"1.7.2.3","","","","","","","2","and then identify exactly what you wish to print -- a statement,"
"1.7.2.3","","","","","","","3","branch, group, file, rest of file, or whatever.  If you wish to"
"1.7.2.3","","","","","","","4","specify viewspecs, you must type <OPT> (using the OPTION key)"
"1.7.2.3","","","","","","","5","before typing &quot;s&quot; for &quot;Statement&quot;,"
"1.7.2.3","","","","","","","6","&quot;b&quot; for &quot;Branch&quot;, and so on.  After you have"
"1.7.2.3","","","","","","","7","specified the structure to be printed, you will be asked your"
"1.7.2.3","","","","","","","8","device type.   An <OK> means your usual device, as established"
"1.7.2.3","","","","","","","9","in your user profiles.  If you are printing with all the"
"1.7.2.3","","","","","","","10","defaults, another <OK> will end the command here."
"1.7.2.4","7b4","01196","ROSE","Fri 9 Jan 1981 07:39:18 GMT+00:00","4","2","",""
"1.7.2.4","","","","","","","1","A few simple cases of the Print command are presented below,"
"1.7.2.4","","","","","","","2","together with a short explanation of any unusual features:"
"1.7.2.4.1","7b4a","01197","ROSE","Mon 12 Jan 1981 07:49:19 GMT+00:00","5","1","",""
"1.7.2.4.1","","","","","","","1","Print Branch (at) MARK (on device) <OK> <OK>"
"1.7.2.4.2","7b4b","01198","ROSE","Mon 12 Jan 1981 07:49:34 GMT+00:00","5","1","",""
"1.7.2.4.2","","","","","","","1","Print File (named) <OK> (on device) <OK> <OK>"
"1.7.2.4.2.1","7b4b1","01199","RVR","Tue 16 Nov 1982 05:24:06 GMT+00:00","6","2","",""
"1.7.2.4.2.1","","","","","","","1","An <OK> typed as the file name means this (the current) file."
"1.7.2.4.2.1","","","","","","","2","The name of any other file could be typed instead at this point."
"1.7.2.4.3","7b4c","01200","ROSE","Mon 12 Jan 1981 07:49:50 GMT+00:00","5","2","",""
"1.7.2.4.3","","","","","","","1","Print <OPT> (printing view) x<OK> Plex (at) MARK (on device)"
"1.7.2.4.3","","","","","","","2","<OK> <OK>"
"1.7.2.4.3.1","7b4c1","01201","ROSE","Mon 12 Jan 1981 07:49:51 GMT+00:00","6","5","",""
"1.7.2.4.3.1","","","","","","","1","The &quot;x&quot; following the <OPT> is the viewspec with which"
"1.7.2.4.3.1","","","","","","","2","the plex is to be printed.  After the printing is complete, the"
"1.7.2.4.3.1","","","","","","","3","viewspecs on your screen will remain as they were before the"
"1.7.2.4.3.1","","","","","","","4","Print command was given (in other words, the &quot;x&quot;"
"1.7.2.4.3.1","","","","","","","5","viewspec affects only the printed copy)."
"1.7.2.5","7b5","01202","DRH","Tue 18 Aug 1981 05:36:55 GMT+00:00","4","8","",""
"1.7.2.5","","","","","","","1","In all of the above cases, this is all that is required.  Your"
"1.7.2.5","","","","","","","2","document will be printed on your default device, whatever that"
"1.7.2.5","","","","","","","3","may be.  Of course, if your device is the workstation printer,"
"1.7.2.5","","","","","","","4","and you have it unplugged or turned off, nothing will happen,"
"1.7.2.5","","","","","","","5","but we were assuming that the hardware and user profiles were"
"1.7.2.5","","","","","","","6","ready to go.  A very large proportion of your printing will"
"1.7.2.5","","","","","","","7","probably be taken care of by commands similar to those presented"
"1.7.2.5","","","","","","","8","above."
"1.7.3","7c","01203","ROSE","Fri 9 Jan 1981 07:52:03 GMT+00:00","3","1","",""
"1.7.3","","","","","","","1","Printing specifications"
"1.7.3.1","7c1","01214","RVR","Tue 16 Nov 1982 05:24:51 GMT+00:00","4","6","",""
"1.7.3.1","","","","","","","1","To get any combination of the specifications, simply type one"
"1.7.3.1","","","","","","","2","after the other (&quot;q&quot; for &quot;Quickformat&quot;,"
"1.7.3.1","","","","","","","3","&quot;c&quot; for &quot;Copies&quot;, and so on).  As always a"
"1.7.3.1","","","","","","","4","question mark will list out all the possibilites at any given"
"1.7.3.1","","","","","","","5","moment.  When you have finished typing specifications, type"
"1.7.3.1","","","","","","","6","<OK>, and the command is completed."
"1.7.3.2","7c2","01205","ROSE","Mon 12 Jan 1981 07:50:04 GMT+00:00","4","4","",""
"1.7.3.2","","","","","","","1","In this section, we will discuss most of the specifications"
"1.7.3.2","","","","","","","2","available, and you should keep in mind that not all of them"
"1.7.3.2","","","","","","","3","apply to your device.  Those discussed first are specifications"
"1.7.3.2","","","","","","","4","that apply to any output device."
"1.7.3.2.1","7c2a","01231","THOM","Mon 4 Aug 1980 06:41:15 GMT+00:00","5","1","",""
"1.7.3.2.1","","","","","","","1","Quickformat"
"1.7.3.2.1.1","7c2a1","01232","ROSE","Fri 9 Jan 1981 07:53:15 GMT+00:00","6","7","",""
"1.7.3.2.1.1","","","","","","","1","Normally when you print, your files will be passed through the"
"1.7.3.2.1.1","","","","","","","2","Output Processor, which will search your file for printing"
"1.7.3.2.1.1","","","","","","","3","directives and will produce a document formatted according to"
"1.7.3.2.1.1","","","","","","","4","those directives.  Sometimes, you want a quick format which"
"1.7.3.2.1.1","","","","","","","5","prints more quickly and does not take the Output Processor"
"1.7.3.2.1.1","","","","","","","6","directives into account.  If you want this option, use the"
"1.7.3.2.1.1","","","","","","","7","command word Quickformat as a printing specification."
"1.7.3.2.2","7c2b","01206","THOM","Tue 1 Jul 1980 05:32:51 GMT+00:00","5","1","",""
"1.7.3.2.2","","","","","","","1","Formatted"
"1.7.3.2.2.1","7c2b1","01213","ROSE","Fri 9 Jan 1981 07:53:28 GMT+00:00","6","5","",""
"1.7.3.2.2.1","","","","","","","1","If you choose the Formatted specification, your file will be"
"1.7.3.2.2.1","","","","","","","2","processed by the Output Processor before being printed.  The"
"1.7.3.2.2.1","","","","","","","3","other possibility is a Quickformat, which does nothing fancy,"
"1.7.3.2.2.1","","","","","","","4","but prints all of the information in a reasonable way.  See"
"1.7.3.2.2.1","","","","","","","5","<01231> above.  Formatted is the default."
"1.7.3.2.3","7c2c","01208","THOM","Tue 1 Jul 1980 05:32:59 GMT+00:00","5","1","",""
"1.7.3.2.3","","","","","","","1","Copies"
"1.7.3.2.3.1","7c2c1","01216","ROSE","Tue 5 Aug 1980 05:53:58 GMT+00:00","6","2","",""
"1.7.3.2.3.1","","","","","","","1","This command word can be used to get multiple listings of the"
"1.7.3.2.3.1","","","","","","","2","printed material.  The default number is of course 1."
"1.7.3.2.4","7c2d","01209","THOM","Tue 1 Jul 1980 05:33:01 GMT+00:00","5","1","",""
"1.7.3.2.4","","","","","","","1","File"
"1.7.3.2.4.1","7c2d1","01218","ROSE","Fri 9 Jan 1981 07:53:41 GMT+00:00","6","7","",""
"1.7.3.2.4.1","","","","","","","1","This option allows you to have the computer do all appropriate"
"1.7.3.2.4.1","","","","","","","2","formatting, etc., but to have the final output put on a file"
"1.7.3.2.4.1","","","","","","","3","instead of being printed on paper.  This is sometimes useful"
"1.7.3.2.4.1","","","","","","","4","when the same thing must be printed at different times, or when"
"1.7.3.2.4.1","","","","","","","5","information must be moved to another computer which does not"
"1.7.3.2.4.1","","","","","","","6","support AUGMENT.  The file produced is not an AUGMENT file, but"
"1.7.3.2.4.1","","","","","","","7","is rather a standard Executive sequential file."
"1.7.3.2.5","7c2e","01210","THOM","Tue 1 Jul 1980 05:33:01 GMT+00:00","5","1","",""
"1.7.3.2.5","","","","","","","1","Append"
"1.7.3.2.5.1","7c2e1","01217","THOM","Tue 1 Jul 1980 05:38:30 GMT+00:00","6","3","",""
"1.7.3.2.5.1","","","","","","","1","This option is similar to File above, but instead of making a"
"1.7.3.2.5.1","","","","","","","2","new file, the information is appended to the end of an existing"
"1.7.3.2.5.1","","","","","","","3","file."
"1.7.3.2.6","7c2f","01211","ROSE","Tue 5 Aug 1980 06:00:38 GMT+00:00","5","1","",""
"1.7.3.2.6","","","","","","","1","Other workstation printer options"
"1.7.3.2.6.1","7c2f1","01212","THOM","Tue 1 Jul 1980 06:03:58 GMT+00:00","6","2","",""
"1.7.3.2.6.1","","","","","","","1","Please see the section below on the workstation printer queue."
"1.7.3.2.6.1","","","","","","","2","(See <01183>)."
"1.7.4","7d","01182","THOM","Mon 9 Jun 1980 07:25:43 GMT+00:00","3","1","",""
"1.7.4","","","","","","","1","Different printing devices"
"1.7.4.1","7d1","01219","ROSE","Mon 12 Jan 1981 07:50:11 GMT+00:00","4","1","",""
"1.7.4.1","","","","","","","1","Line printer"
"1.7.4.2","7d2","01220","THOM","Tue 1 Jul 1980 06:08:29 GMT+00:00","4","1","",""
"1.7.4.2","","","","","","","1","Workstation Printer"
"1.7.4.3","7d3","01221","THOM","Tue 1 Jul 1980 06:08:29 GMT+00:00","4","1","",""
"1.7.4.3","","","","","","","1","Terminal"
"1.7.5","7e","01183","THOM","Mon 9 Jun 1980 07:25:52 GMT+00:00","3","1","",""
"1.7.5","","","","","","","1","The workstation printer queue"
"1.7.5.1","7e1","01184","DRH","Tue 18 Aug 1981 05:39:50 GMT+00:00","4","12","",""
"1.7.5.1","","","","","","","1","If you choose to use the printing specification"
"1.7.5.1","","","","","","","2","&quot;queue&quot;, AUGMENT will create a printer file with the"
"1.7.5.1","","","","","","","3","file extension &quot;.WPF&quot;, which stands for"
"1.7.5.1","","","","","","","4","&quot;workstation printer file&quot;.  That file will be created"
"1.7.5.1","","","","","","","5","in the default directory set in your user profile.  The AUGMENT"
"1.7.5.1","","","","","","","6","system default is your own directory, unless you specifically"
"1.7.5.1","","","","","","","7","change it with the Set Profile command.  Queued workstation"
"1.7.5.1","","","","","","","8","printer files may be printed at your workstation via the Start"
"1.7.5.1","","","","","","","9","Workstation command in Base.  Alternatively, you may log in on a"
"1.7.5.1","","","","","","","10","typewriter terminal like the Diablo printer (for letter quality"
"1.7.5.1","","","","","","","11","printing), and use the WPCONTROL command, Start Typewriter, to"
"1.7.5.1","","","","","","","12","print all your queued workstation printer files."
"1.7.6","7f","01191","DRH","Tue 18 Aug 1981 05:38:11 GMT+00:00","3","1","",""
"1.7.6","","","","","","","1","Changing your printing profile"
"1.7.6.1","7f1","01192","DRH","Tue 18 Aug 1981 05:40:45 GMT+00:00","4","8","",""
"1.7.6.1","","","","","","","1","In order to change your profile features for printing, use the"
"1.7.6.1","","","","","","","2","Base command, &quot;Set Profile&quot;.  If you type an <OK>"
"1.7.6.1","","","","","","","3","after issuing the command, AUGMENT will display a menu of your"
"1.7.6.1","","","","","","","4","options.  You may simply mark the appropriate feature that you"
"1.7.6.1","","","","","","","5","wish to set.  If you should accidentally mark the wrong item,"
"1.7.6.1","","","","","","","6","you may get out of the Set Profile command by typing Command"
"1.7.6.1","","","","","","","7","Delete, and start over.  You can type Command Delete any time"
"1.7.6.1","","","","","","","8","prior to the final confirmation in setting any profile feature."
